item_id,title,description,institution,course_url
coursera_uva-darden-managerial-accounting,Managerial Accounting Fundamentals,Managerial Accounting Fundamentals by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-managerial-accounting
coursera_seo-fundamentals,Search Engine Optimization Fundamentals,"Search Engine Optimization Fundamentals by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/seo-fundamentals
coursera_essentials-global-health,Essentials of Global Health,Essentials of Global Health by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/essentials-global-health
coursera_international-security-management,International Security Management,International Security Management by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.,Erasmus University Rotterdam,https://www.coursera.org/learn/international-security-management
coursera_aws-machine-learning,Getting Started with AWS Machine Learning,Getting Started with AWS Machine Learning by Amazon Web Services. A curated course designed to build practical skills and confidence.,Amazon Web Services,https://www.coursera.org/learn/aws-machine-learning
coursera_arts-heritage,Arts and Heritage Management,Arts and Heritage Management by Università Bocconi. A curated course designed to build practical skills and confidence.,Università Bocconi,https://www.coursera.org/learn/arts-heritage
coursera_einstein-relativity,Understanding Einstein: The Special Theory of Relativity,Understanding Einstein: The Special Theory of Relativity by Stanford University. A curated course designed to build practical skills and confidence.,Stanford University,https://www.coursera.org/learn/einstein-relativity
coursera_reussir-le-changement,Réussir le Changement,Réussir le Changement by ESSEC Business School. A curated course designed to build practical skills and confidence.,ESSEC Business School,https://www.coursera.org/learn/reussir-le-changement
coursera_equine,Equine Welfare and Management,"Equine Welfare and Management by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/equine
coursera_international-migrations,International migrations: a global issue,International migrations: a global issue by Sciences Po. A curated course designed to build practical skills and confidence.,Sciences Po,https://www.coursera.org/learn/international-migrations
coursera_web-development,Introduction to Web Development,"Introduction to Web Development by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/web-development
coursera_writing-editing-words,Writing and Editing: Word Choice and Word Order,Writing and Editing: Word Choice and Word Order by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/writing-editing-words
coursera_digital-advertising-landscape,Introduction to the Digital Advertising Landscape,Introduction to the Digital Advertising Landscape by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/digital-advertising-landscape
coursera_access-control-sscp,Access Controls,Access Controls by (ISC)². A curated course designed to build practical skills and confidence.,(ISC)²,https://www.coursera.org/learn/access-control-sscp
coursera_initiating-planning,Engineering Project Management: Initiating and Planning,Engineering Project Management: Initiating and Planning by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/initiating-planning
coursera_kotlin-for-java-developers,Kotlin for Java Developers,Kotlin for Java Developers by JetBrains. A curated course designed to build practical skills and confidence.,JetBrains,https://www.coursera.org/learn/kotlin-for-java-developers
coursera_multivariate-calculus-machine-learning,Mathematics for Machine Learning: Multivariate Calculus,Mathematics for Machine Learning: Multivariate Calculus by Imperial College London. A curated course designed to build practical skills and confidence.,Imperial College London,https://www.coursera.org/learn/multivariate-calculus-machine-learning
coursera_introduction-git-github,Introduction to Git and GitHub,Introduction to Git and GitHub by Google. A curated course designed to build practical skills and confidence.,Google,https://www.coursera.org/learn/introduction-git-github
coursera_industrial-biotech,Industrial Biotechnology,Industrial Biotechnology by University of Manchester. A curated course designed to build practical skills and confidence.,University of Manchester   ,https://www.coursera.org/learn/industrial-biotech
coursera_addiction-and-the-brain,The Addicted Brain,The Addicted Brain by Emory University. A curated course designed to build practical skills and confidence.,Emory University,https://www.coursera.org/learn/addiction-and-the-brain
coursera_aprendiendo-programar-python,Introducción a la programación en Python I: Aprendiendo a programar con Python,Introducción a la programación en Python I: Aprendiendo a programar con Python by Pontificia Universidad Católica de Chile. A curated course designed to build practical skills and confidence.,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/aprendiendo-programar-python
coursera_data-lakes-data-warehouses-gcp,Modernizing Data Lakes and Data Warehouses with GCP,Modernizing Data Lakes and Data Warehouses with GCP by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp
